id,price,levy,manufacturer,model,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo
45803166,10976,891.0,hyundai,sonata,2016,sedan,yes,lpg,2.0,438867,4,automatic,front,04-may,left wheel,orange,4,False
45646770,627,1018.0,bmw,328,2011,sedan,yes,petrol,3.0,241994,6,automatic,rear,04-may,left wheel,white,12,False
42711205,50,0.0,nissan,tiida,2004,hatchback,no,petrol,1.5,19000,4,automatic,front,04-may,right-hand drive,silver,4,False
45815400,10663,649.0,renault,megane,2010,universal,no,diesel,1.5,176000,4,manual,front,04-may,left wheel,silver,4,True
45785967,14113,986.0,hyundai,elantra,2010,sedan,yes,petrol,2.4,148800,4,tiptronic,front,04-may,left wheel,black,4,False
45337085,16935,0.0,toyota,prius c,2013,hatchback,no,hybrid,1.5,110000,4,automatic,front,04-may,left wheel,silver,12,False
24367759,85702,0.0,mercedes-benz,sprinter 516,2013,microbus,yes,diesel,2.2,225000,6,manual,rear,02-mar,left wheel,white,4,True
45757672,10036,382.0,ford,fusion,2015,sedan,yes,hybrid,2.0,100747,4,automatic,front,04-may,left wheel,green,12,False
45786236,4500,0.0,alfa romeo,166,2001,sedan,no,petrol,2.0,200000,8,manual,front,04-may,left wheel,blue,4,False
45788831,5645,0.0,chrysler,pt cruiser pt cruiser,2003,universal,no,petrol,2.0,175000,4,automatic,front,04-may,right-hand drive,black,4,False
45797247,14897,528.0,hyundai,i30,2014,hatchback,yes,diesel,1.6,38554,4,automatic,front,04-may,left wheel,beige,4,False
45804566,54346,955.0,jeep,wrangler,2011,jeep,yes,diesel,2.8,181900,4,automatic,front,04-may,left wheel,silver,4,False
45757058,7213,878.0,toyota,prius,2009,sedan,yes,hybrid,1.8,281600,4,automatic,rear,04-may,left wheel,white,0,False
45611260,6899,0.0,toyota,fun cargo,2000,hatchback,no,cng,1.5,215000,4,automatic,front,04-may,right-hand drive,black,8,False
45794448,37633,0.0,mercedes-benz,sprinter,2010,microbus,no,petrol,2.7,190000,4,manual,rear,02-mar,left wheel,white,2,False
43643055,11760,490.0,honda,insight,2011,hatchback,no,hybrid,1.3,116197,4,automatic,front,04-may,left wheel,black,7,False
45803084,37320,1017.0,hyundai,santa fe,2017,jeep,yes,diesel,2.0,73463,4,automatic,front,04-may,left wheel,grey,4,False
45803666,23521,765.0,hyundai,tucson,2015,jeep,yes,diesel,2.0,40644,4,automatic,front,04-may,left wheel,white,4,False
45801523,13877,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,185907,4,automatic,front,04-may,left wheel,white,4,False
45810119,12570,687.0,chevrolet,lacetti,2010,sedan,yes,petrol,1.6,60000,4,automatic,front,04-may,left wheel,grey,4,False
45688719,12231,988.0,toyota,prius,2007,hatchback,no,petrol,1.5,127000,4,variator,front,04-may,left wheel,black,8,False
45790799,11917,0.0,mercedes-benz,e 320,2000,sedan,yes,diesel,3.2,1111,6,tiptronic,rear,04-may,left wheel,blue,10,False
45815564,9408,0.0,mercedes-benz,e 240,2000,sedan,no,petrol,2.4,252000,6,manual,rear,04-may,left wheel,black,4,False
45043186,22580,0.0,nissan,rogue,2012,jeep,yes,petrol,2.5,115000,4,automatic,4x4,04-may,left wheel,black,6,False
45810785,12544,0.0,mitsubishi,delica,2000,minivan,yes,petrol,3.0,195000,6,automatic,4x4,04-may,right-hand drive,white,2,False
45786004,14113,1266.0,toyota,aqua g,2014,hatchback,yes,hybrid,1.5,100000,4,variator,front,04-may,right-hand drive,black,8,False
45803162,67903,1076.0,hyundai,sonata,2020,sedan,yes,petrol,2.0,2000,4,automatic,front,04-may,left wheel,grey,4,False
45212681,11000,521.0,chevrolet,cruze,2011,sedan,yes,petrol,1.4,161318,4,automatic,front,04-may,left wheel,carnelian red,12,True
45688786,61154,917.0,mercedes-benz,ml 350,2013,jeep,yes,diesel,3.0,146577,6,tiptronic,4x4,04-may,left wheel,black,12,True
45768350,10663,828.0,chevrolet,malibu,2020,sedan,yes,petrol,1.5,14162,4,automatic,front,04-may,left wheel,brown,12,False
45786550,21953,0.0,volkswagen,passat,2013,sedan,no,lpg,2.5,47000,5,tiptronic,front,04-may,left wheel,white,6,False
45726713,24709,707.0,ssangyong,korando,2011,jeep,yes,diesel,2.0,71500,4,automatic,front,04-may,left wheel,silver,4,False
45810164,13093,761.0,chevrolet,lacetti,2010,sedan,yes,petrol,1.8,163862,4,automatic,front,04-may,left wheel,grey,4,False
45792663,7997,0.0,peugeot,807,2003,minivan,no,diesel,2.2,187000,4,manual,front,04-may,left wheel,black,16,True
45796790,11604,0.0,nissan,skyline,2006,sedan,yes,petrol,2.5,150000,6,tiptronic,rear,04-may,right-hand drive,blue,8,False
45796572,11447,530.0,ford,fiesta,2013,hatchback,yes,petrol,1.6,74000,4,tiptronic,front,04-may,left wheel,silver,12,False
44753853,18189,586.0,toyota,prius,2012,sedan,yes,hybrid,1.8,68000,4,automatic,front,04-may,left wheel,silver,12,False
45757145,19130,0.0,ford,transit,2003,goods wagon,no,diesel,2.5,144325,4,manual,rear,04-may,left wheel,white,2,True
45795320,6272,0.0,opel,astra,2000,goods wagon,no,cng,1.6,274000,4,manual,front,04-may,left wheel,black,0,False
45788921,1400,0.0,mercedes-benz,190,1990,sedan,no,petrol,2.0,237065,4,manual,front,04-may,left wheel,silver,0,False
45798660,23834,0.0,toyota,prius,2014,hatchback,no,plug-in hybrid,1.8,123000,4,automatic,front,04-may,left wheel,white,12,False
45788588,20071,0.0,toyota,prius c 80 original,2014,hatchback,no,petrol,1.5,80011,4,automatic,front,04-may,left wheel,grey,8,False
45773631,18189,0.0,toyota,prius,2010,sedan,no,hybrid,1.8,139200,4,automatic,front,04-may,left wheel,black,6,False
45653475,1803,574.0,honda,insight,2010,hatchback,yes,hybrid,1.3,187312,4,automatic,front,04-may,left wheel,blue,0,False
45807008,251,915.0,jeep,grand cherokee,2014,jeep,yes,diesel,3.0,242083,6,automatic,4x4,04-may,left wheel,white,12,False
45535697,28852,0.0,toyota,camry,2014,sedan,yes,petrol,2.5,200000,4,automatic,front,04-may,left wheel,black,8,False
45804266,46022,765.0,jeep,cherokee,2015,jeep,yes,diesel,2.0,164698,4,automatic,front,04-may,left wheel,beige,4,False
45770102,37633,1426.0,toyota,land cruiser prado,2018,jeep,no,petrol,2.7,177000,4,automatic,4x4,04-may,left wheel,black,2,False
45809009,57526,1080.0,chevrolet,camaro,2014,cabriolet,yes,petrol,3.6,34481,4,automatic,front,04-may,left wheel,yellow,4,False
45733150,17484,707.0,hyundai,sonata,2011,sedan,yes,petrol,2.0,164861,4,automatic,front,04-may,left wheel,black,4,False
45782433,4704,1441.0,opel,combo,2001,goods wagon,no,diesel,1.7,200000,4,manual,rear,02-mar,left wheel,white,2,False
45805067,23101,642.0,hyundai,tucson,2012,jeep,yes,diesel,2.0,151481,4,automatic,front,04-may,left wheel,silver,4,False
45321534,15681,749.0,kia,optima,2014,sedan,no,petrol,2.4,136984,4,tiptronic,front,04-may,left wheel,white,6,False
45810413,12980,642.0,chevrolet,orlando,2012,jeep,yes,diesel,2.0,230000,4,automatic,front,04-may,left wheel,silver,4,False
45805069,22934,642.0,hyundai,tucson,2012,jeep,yes,diesel,2.0,124000,4,automatic,front,04-may,left wheel,silver,4,False
45751245,627,761.0,honda,civic,2010,sedan,yes,petrol,1.8,215533,4,automatic,front,04-may,left wheel,grey,12,False
45787901,18189,0.0,infiniti,g35 x,2008,sedan,yes,lpg,3.5,140800,6,tiptronic,4x4,04-may,left wheel,black,12,False
45719666,17876,0.0,fiat,500,2013,coupe,yes,petrol,1.4,50000,4,manual,front,02-mar,left wheel,white,8,True
45793543,7213,503.0,toyota,prius c,2012,sedan,no,hybrid,1.5,148233,4,variator,front,04-may,left wheel,white,12,False
45653526,4861,308.0,honda,civic,2015,jeep,yes,hybrid,1.5,49272,4,automatic,front,04-may,left wheel,blue,0,False
45758462,13172,0.0,honda,insight lx,2011,hatchback,no,hybrid,1.3,198000,4,variator,front,04-may,left wheel,blue,6,False
45801653,25089,0.0,jeep,patriot 70th anniversary,2011,jeep,yes,petrol,2.4,184000,4,manual,4x4,04-may,left wheel,black,0,False
45809929,6398,494.0,nissan,march,2015,hatchback,yes,petrol,1.2,149734,4,automatic,front,04-may,left wheel,silver,4,False
45732784,14279,891.0,hyundai,sonata,2016,sedan,yes,lpg,2.0,37898,4,automatic,front,04-may,left wheel,silver,4,False
45796727,6899,0.0,mercedes-benz,clk 320 avangarde,2001,coupe,yes,petrol,3.2,1000,6,tiptronic,rear,02-mar,right-hand drive,black,6,False
44469366,7213,0.0,mitsubishi,pajero io,1999,jeep,no,petrol,1.8,135000,4,automatic,4x4,02-mar,left wheel,blue,4,False
45767026,17249,738.0,chevrolet,cruze,2017,sedan,no,petrol,1.4,65600,4,tiptronic,front,04-may,left wheel,black,14,True
45809947,14834,586.0,chevrolet,cruze,2012,sedan,yes,petrol,1.8,158223,4,automatic,front,04-may,left wheel,white,4,False
45688038,26030,0.0,mercedes-benz,c 250,2012,sedan,yes,petrol,1.8,112000,4,tiptronic,rear,04-may,left wheel,black,10,True
45552370,17405,697.0,toyota,corolla s,2015,sedan,yes,petrol,1.8,142265,4,automatic,front,04-may,left wheel,black,8,False
45778502,9408,0.0,suzuki,grand vitara,2001,jeep,no,petrol,2.5,217600,4,automatic,4x4,04-may,left wheel,black,0,False
45789049,37633,0.0,bmw,x6,2009,jeep,yes,petrol,5.0,240000,8,tiptronic,4x4,04-may,left wheel,red,12,True
45757387,7056,780.0,buick,century,2019,sedan,yes,petrol,1.4,29965,4,automatic,front,04-may,left wheel,black,12,False
45781890,10663,0.0,hyundai,tucson,2005,jeep,no,diesel,2.0,200000,4,manual,4x4,04-may,left wheel,black,0,True
45792074,1490,1202.0,jeep,cherokee,2017,jeep,yes,petrol,2.4,95334,4,automatic,front,04-may,left wheel,black,12,False
45272587,10820,843.0,toyota,prius,2008,sedan,no,hybrid,1.5,216000,4,automatic,front,04-may,left wheel,silver,4,False
45431701,14113,761.0,toyota,prius,2010,hatchback,no,hybrid,1.8,166000,4,automatic,front,04-may,left wheel,black,8,False
43740819,32929,1017.0,chevrolet,camaro,2017,coupe,no,petrol,2.0,67200,4,tiptronic,rear,02-mar,left wheel,blue,8,False
45801977,18189,891.0,ford,focus,2016,hatchback,no,petrol,2.0,66000,4,automatic,front,04-may,left wheel,grey,6,False
45802808,49889,833.0,hyundai,santa fe,2015,jeep,yes,diesel,2.2,132000,4,automatic,front,04-may,left wheel,white,4,False
45766583,7840,0.0,subaru,forester,2002,sedan,yes,petrol,2.0,200000,4,automatic,4x4,04-may,right-hand drive,white,5,True
45809561,16900,503.0,toyota,aqua,2012,hatchback,yes,petrol,1.5,79092,4,automatic,front,04-may,left wheel,grey,4,False
45774384,1000,0.0,mazda,323,1990,sedan,no,petrol,1.6,1111,4,manual,front,04-may,left wheel,black,2,False
45788443,13485,0.0,honda,fit,2011,hatchback,no,hybrid,1.3,97000,4,variator,front,04-may,right-hand drive,green,6,False
45793669,7683,0.0,nissan,note,2005,hatchback,no,petrol,1.5,0,4,automatic,front,04-may,right-hand drive,grey,4,False
45733474,44134,900.0,hyundai,sonata,2015,sedan,yes,petrol,2.4,112528,4,automatic,front,04-may,left wheel,grey,4,False
41644107,50,0.0,toyota,prius,2009,hatchback,yes,hybrid,1.5,200000,6,automatic,4x4,04-may,left wheel,brown,4,False
45727559,21953,642.0,ssangyong,korando,2012,jeep,yes,diesel,2.0,109309,4,automatic,front,04-may,left wheel,grey,4,False
45565114,15681,1141.0,mitsubishi,outlander,2009,jeep,no,petrol,2.4,153000,4,variator,4x4,04-may,left wheel,silver,8,False
45814282,11290,1675.0,ford,transit,2004,microbus,no,diesel,2.0,1000,4,manual,front,02-mar,left wheel,white,2,True
45809443,17264,447.0,honda,fit,2013,hatchback,yes,petrol,1.3,52320,4,automatic,front,04-may,left wheel,silver,4,False
45802440,26594,1292.0,hyundai,grandeur,2016,sedan,yes,lpg,3.0,200000,4,automatic,front,04-may,left wheel,silver,4,False
45802954,24920,707.0,hyundai,santa fe,2011,jeep,yes,diesel,2.0,156559,4,automatic,front,04-may,left wheel,silver,4,False
45642650,110,1077.0,hyundai,santa fe,2019,jeep,yes,petrol,2.0,28797,4,automatic,front,04-may,left wheel,white,12,False
45808616,2352,1203.0,gmc,acadia,2011,jeep,yes,petrol,3.6,177376,6,automatic,front,04-may,left wheel,black,12,False
45751521,1333,642.0,kia,avella,2012,sedan,yes,petrol,2.0,225307,4,automatic,front,04-may,left wheel,grey,12,False
45653954,1725,0.0,ford,scorpio,1997,sedan,no,petrol,2.0,180000,4,manual,rear,04-may,left wheel,silver,2,False
45761378,14113,586.0,toyota,prius,2012,sedan,yes,hybrid,1.8,88000,4,automatic,front,04-may,left wheel,silver,12,False
45815957,4391,640.0,hyundai,sonata,2013,sedan,yes,petrol,2.0,53867,4,automatic,front,04-may,left wheel,silver,12,False
44775250,10976,0.0,ford,transit,2004,goods wagon,no,diesel,2.0,245452,4,manual,front,04-may,left wheel,red,4,True
45802359,18660,1024.0,hyundai,h1,2010,minivan,yes,diesel,2.5,54963,4,automatic,front,04-may,left wheel,silver,4,False
45546920,7527,0.0,mitsubishi,airtrek turbo,2002,jeep,yes,cng,2.0,165000,4,tiptronic,4x4,04-may,right-hand drive,grey,6,True
45671630,20385,353.0,toyota,prius,2015,hatchback,no,hybrid,1.8,137600,4,variator,front,04-may,left wheel,white,12,False
45806834,549,1053.0,lexus,is 350,2014,sedan,yes,petrol,3.5,89315,6,automatic,rear,04-may,left wheel,black,12,False
45789930,17249,425.0,kia,picanto,2015,sedan,yes,petrol,1.0,22831,3,automatic,front,04-may,left wheel,beige,4,False
45262988,14426,0.0,ford,transit,2010,microbus,no,diesel,2.2,155000,4,manual,front,04-may,left wheel,yellow,2,True
45788962,500,0.0,nissan,tiida,2007,hatchback,yes,petrol,1.8,0,4,variator,front,04-may,right-hand drive,grey,6,False
45767461,25089,781.0,toyota,camry,2012,sedan,no,hybrid,2.5,99000,4,automatic,front,04-may,left wheel,silver,12,False
45491433,37006,696.0,mercedes-benz,e 220 cdi,2013,sedan,yes,diesel,2.2,130000,4,tiptronic,rear,04-may,left wheel,black,12,True
45766958,16621,584.0,hyundai,elantra limited,2014,sedan,no,petrol,1.8,144000,4,tiptronic,front,04-may,left wheel,grey,12,False
45786730,21953,531.0,nissan,juke,2012,hatchback,yes,petrol,1.6,104000,4,automatic,4x4,04-may,left wheel,black,12,False
45810598,35438,0.0,toyota,camry,2016,sedan,yes,petrol,2.5,110624,4,automatic,front,04-may,left wheel,black,12,False
45435594,41710,0.0,mercedes-benz,sprinter,2010,microbus,no,diesel,2.2,232722,4,tiptronic,rear,04-may,left wheel,white,4,True
45766674,1646,382.0,ford,c-max,2015,hatchback,yes,hybrid,2.0,193106,4,automatic,front,04-may,left wheel,silver,12,False
45809400,11967,503.0,toyota,aqua,2012,hatchback,yes,petrol,1.5,118400,4,automatic,front,04-may,left wheel,blue,4,False
45815411,314,781.0,toyota,camry,2012,sedan,yes,hybrid,2.5,249422,4,automatic,front,04-may,left wheel,grey,10,False
45798454,34497,0.0,audi,a6 premium plus,2013,sedan,yes,petrol,3.0,107000,6,tiptronic,4x4,04-may,left wheel,white,12,True
45803525,10976,765.0,hyundai,sonata,2015,sedan,yes,lpg,2.0,327685,4,automatic,front,04-may,left wheel,silver,4,False
45758231,12544,751.0,hyundai,sonata,2013,sedan,yes,petrol,2.4,98456,4,automatic,front,04-may,left wheel,black,0,False
45714094,14113,1018.0,nissan,murano,2011,jeep,yes,petrol,3.0,265000,5,automatic,4x4,04-may,left wheel,black,10,False
45815416,24462,0.0,toyota,camry se,2009,sedan,yes,petrol,2.5,210000,4,automatic,front,04-may,left wheel,black,0,False
41080762,54882,0.0,bmw,x6,2011,jeep,yes,petrol,3.0,104000,6,tiptronic,4x4,04-may,left wheel,black,12,True
45695160,27598,640.0,bmw,528,2013,sedan,yes,petrol,2.0,82000,4,tiptronic,rear,04-may,left wheel,white,12,True
45798650,1700,0.0,volkswagen,golf,1997,hatchback,no,petrol,1.8,1000,4,manual,front,04-may,left wheel,green,2,False
45813233,627,584.0,volkswagen,jetta,2014,sedan,yes,petrol,1.8,121010,4,automatic,front,04-may,left wheel,grey,12,False
45590726,8154,0.0,toyota,ist,2003,sedan,no,petrol,1.5,158500,4,automatic,front,04-may,right-hand drive,silver,2,False
45787663,8311,0.0,nissan,tiida,2005,hatchback,yes,petrol,1.5,114960,4,tiptronic,front,04-may,right-hand drive,silver,12,False
45792269,12701,640.0,kia,optima,2013,sedan,yes,petrol,2.0,51201,4,automatic,front,04-may,left wheel,white,4,False
45809641,11133,1018.0,bmw,x5,2011,jeep,yes,petrol,3.0,170043,6,automatic,4x4,04-may,left wheel,grey,12,False
45738546,16308,0.0,ford,transit,1995,goods wagon,no,diesel,2.5,289200,4,manual,rear,04-may,left wheel,white,0,True
45785146,38000,0.0,toyota,camry hybrid,2018,sedan,yes,hybrid,2.5,27484,8,automatic,front,>5,left wheel,beige,12,False
45813977,19444,0.0,toyota,camry hybrid,2011,sedan,no,hybrid,2.4,127000,4,variator,front,04-may,left wheel,grey,10,False
45807519,20071,0.0,toyota,prius c,2014,hatchback,no,hybrid,1.5,153600,4,variator,front,04-may,left wheel,red,6,False
45567262,14113,530.0,nissan,juke,2013,jeep,yes,petrol,1.6,110531,4,automatic,4x4,04-may,left wheel,red,0,False
45792475,7840,0.0,volkswagen,golf,2002,sedan,no,petrol,2.0,165000,4,automatic,front,04-may,left wheel,blue,6,False
45809016,48277,1307.0,chevrolet,camaro,2015,cabriolet,yes,petrol,3.6,99162,4,automatic,front,04-may,left wheel,yellow,4,False
45771690,50178,0.0,mercedes-benz,cls 550,2012,coupe,yes,petrol,4.7,178000,8,tiptronic,rear,04-may,left wheel,black,12,True
45802458,8938,986.0,hyundai,grandeur,2010,sedan,yes,petrol,2.4,78436,4,automatic,front,04-may,left wheel,black,4,False
45774357,8624,0.0,nissan,tiida,2006,sedan,no,petrol,1.5,111122,4,automatic,front,04-may,right-hand drive,white,0,False
45811191,21326,642.0,bmw,328,2012,sedan,yes,petrol,2.0,145000,2,automatic,front,04-may,left wheel,black,4,False
45808975,9832,790.0,daewoo,lacetti,2009,sedan,yes,petrol,1.6,94650,4,automatic,front,04-may,left wheel,black,4,False
45522354,39829,0.0,land rover,discovery iv,2010,jeep,yes,diesel,2.7,210000,6,tiptronic,4x4,04-may,left wheel,black,0,False
45794203,16308,0.0,bmw,x5,2006,jeep,yes,petrol,4.4,220000,8,tiptronic,4x4,04-may,left wheel,black,10,False
45726701,25299,642.0,ssangyong,korando,2012,jeep,yes,diesel,2.0,105661,4,automatic,front,04-may,left wheel,white,4,False
45814244,18817,862.0,toyota,camry,2011,sedan,no,petrol,2.5,20480,4,tiptronic,front,04-may,left wheel,blue,7,False
45815336,16621,0.0,mercedes-benz,e 350,2005,sedan,yes,petrol,3.5,238357,6,tiptronic,4x4,04-may,left wheel,silver,8,False
45797683,19707,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,79911,4,automatic,front,04-may,left wheel,grey,4,False
45694880,15681,528.0,ford,fiesta,2014,hatchback,yes,petrol,1.6,94640,4,tiptronic,front,04-may,left wheel,red,8,False
45742723,4858,0.0,mercedes-benz,c 180,1996,sedan,no,cng,1.8,220000,4,manual,rear,04-may,left wheel,silver,4,False
45784972,19757,0.0,hyundai,veloster,2016,hatchback,yes,petrol,1.6,31000,4,tiptronic,front,02-mar,left wheel,silver,6,True
45282558,141124,0.0,mercedes-benz,glc 250,2018,jeep,yes,petrol,2.0,37554,8,tiptronic,4x4,04-may,left wheel,black,12,True
43022143,46728,765.0,hyundai,tucson,2015,jeep,yes,diesel,2.0,31000,4,tiptronic,front,04-may,left wheel,silver,12,True
45779155,13485,503.0,toyota,prius c,2012,hatchback,no,hybrid,1.5,208000,4,automatic,front,04-may,left wheel,white,6,False
45801257,16935,0.0,toyota,prius,2011,sedan,no,hybrid,1.8,235000,4,automatic,front,04-may,left wheel,blue,0,False
44975910,8781,0.0,mazda,tribute სასწრაფოდ,2002,jeep,yes,petrol,3.0,21000,4,automatic,4x4,04-may,left wheel,golden,8,False
45722848,7527,639.0,subaru,xv,2014,jeep,yes,petrol,2.0,94000,4,automatic,4x4,04-may,left wheel,black,8,False
45797329,8781,0.0,opel,astra g,2000,universal,no,petrol,1.6,279700,4,manual,front,04-may,left wheel,black,4,False
45766856,1019,521.0,chevrolet,cruze,2011,sedan,yes,petrol,1.4,143502,4,automatic,front,04-may,left wheel,blue,12,False
45763846,45,0.0,toyota,prius,2013,sedan,yes,hybrid,1.8,99999,4,automatic,rear,04-may,left wheel,white,4,False
45815752,30734,781.0,toyota,camry,2012,sedan,yes,hybrid,2.5,195994,4,variator,front,04-may,left wheel,silver,12,False
45794561,13485,0.0,bmw,x5,2003,jeep,yes,lpg,3.0,18900,6,tiptronic,front,04-may,left wheel,grey,2,False
45801230,6272,0.0,bmw,318 318,1998,sedan,no,petrol,1.8,0,4,manual,rear,04-may,left wheel,silver,4,False
45794287,5331,0.0,volkswagen,golf,1999,sedan,no,petrol,1.6,165248,4,manual,front,04-may,left wheel,white,4,False
45802940,7840,0.0,mitsubishi,coltplus,2007,hatchback,no,petrol,1.5,180000,4,automatic,front,04-may,right-hand drive,silver,6,False
45798066,14069,790.0,hyundai,elantra,2009,sedan,yes,petrol,1.6,157977,4,automatic,front,04-may,left wheel,black,4,False
45787160,9095,0.0,ford,transit,1999,microbus,no,diesel,2.5,11600,4,manual,rear,04-may,left wheel,white,4,False
45790610,21953,777.0,toyota,camry,2014,sedan,no,petrol,2.5,75419,4,automatic,front,04-may,left wheel,white,0,False
45695499,36065,1018.0,bmw,x5,2011,jeep,yes,petrol,3.0,155200,6,tiptronic,4x4,04-may,left wheel,black,12,True
45766207,4861,1234.0,acura,mdx,2011,jeep,yes,petrol,3.7,181970,6,automatic,4x4,04-may,left wheel,brown,12,False
45777158,21953,777.0,toyota,camry,2014,sedan,no,petrol,2.5,97979,4,automatic,front,04-may,left wheel,black,0,False
45806762,6586,441.0,kia,optima,2015,sedan,yes,hybrid,2.4,117469,4,automatic,front,04-may,left wheel,black,0,False
45792436,20385,0.0,infiniti,q45,2003,sedan,yes,petrol,4.5,180000,8,tiptronic,rear,04-may,left wheel,blue,4,False
45802772,12554,836.0,hyundai,santa fe,2010,jeep,yes,diesel,2.0,58776,4,automatic,front,04-may,left wheel,white,4,False
45816406,3920,831.0,hyundai,sonata,2011,sedan,yes,petrol,2.4,182645,4,automatic,front,04-may,left wheel,white,12,False
45809442,25638,501.0,honda,fit,2014,hatchback,yes,petrol,1.5,78000,4,automatic,front,04-may,left wheel,white,4,False
45733250,12544,765.0,hyundai,sonata,2015,sedan,yes,lpg,2.0,559710,4,automatic,front,04-may,left wheel,orange,4,False
45811143,23834,0.0,nissan,silvia,1999,coupe,yes,petrol,2.0,0,4,manual,rear,02-mar,right-hand drive,white,2,True
45457929,9408,707.0,mazda,mazda 3,2011,sedan,no,petrol,2.0,142161,4,tiptronic,front,04-may,left wheel,grey,8,False
45780161,13799,751.0,kia,optima,2013,sedan,no,petrol,2.4,104680,4,automatic,front,04-may,left wheel,silver,0,False
45322732,20385,639.0,ford,fusion,2014,sedan,yes,petrol,2.0,99000,4,tiptronic,front,04-may,left wheel,black,12,False
45724967,14884,707.0,ssangyong,actyon,2011,jeep,yes,diesel,2.0,124706,4,automatic,front,04-may,left wheel,black,4,False
45794344,10036,0.0,suzuki,sx4,2008,hatchback,no,cng,3.7,200000,6,automatic,4x4,04-may,left wheel,blue,2,False
45805324,5959,0.0,nissan,march,2003,hatchback,no,petrol,1.2,136000,4,automatic,front,04-may,right-hand drive,sky blue,2,False
45785153,16308,584.0,hyundai,elantra,2014,sedan,no,petrol,1.8,106789,4,tiptronic,front,04-may,left wheel,grey,12,False
45804119,28532,642.0,hyundai,tucson,2012,jeep,yes,diesel,2.0,99748,4,automatic,front,04-may,left wheel,grey,4,False
44728719,14113,345.0,toyota,prius c,2016,hatchback,no,hybrid,1.5,250000,4,variator,front,04-may,left wheel,silver,12,False
45809897,54847,1017.0,honda,civic,2017,sedan,yes,petrol,2.0,20565,4,automatic,front,04-may,left wheel,silver,4,False
45776602,12231,503.0,honda,fit,2012,sedan,no,petrol,1.5,126400,4,automatic,front,04-may,left wheel,silver,5,False
45803800,67934,1077.0,hyundai,tucson,2019,jeep,yes,diesel,2.0,13940,4,automatic,front,04-may,left wheel,white,4,False
45809798,32913,585.0,honda,civic,2013,coupe,yes,petrol,1.8,128905,4,automatic,front,04-may,left wheel,black,4,False
43808012,27598,0.0,toyota,corolla,2015,sedan,yes,petrol,1.8,79000,4,tiptronic,front,04-may,left wheel,blue,8,False
45665470,6586,0.0,volkswagen,jetta,2006,sedan,no,petrol,1.6,253000,4,manual,front,04-may,left wheel,white,6,False
45776523,16621,645.0,toyota,prius,2011,hatchback,yes,hybrid,1.8,222016,4,automatic,front,04-may,left wheel,golden,8,False
44299606,18503,586.0,toyota,prius,2012,hatchback,yes,hybrid,1.8,99000,4,variator,front,04-may,left wheel,grey,12,False
45730314,31421,831.0,ssangyong,actyon,2017,jeep,yes,diesel,1.6,65249,4,automatic,front,04-may,left wheel,white,4,False
45808588,3763,900.0,kia,optima,2015,sedan,yes,petrol,2.4,170040,4,automatic,front,04-may,left wheel,silver,12,False
45410309,23521,0.0,chevrolet,volt,2011,sedan,yes,plug-in hybrid,1.4,179200,4,variator,front,04-may,left wheel,white,8,False
45804425,26591,831.0,jeep,compass,2011,jeep,yes,petrol,2.4,69752,4,automatic,front,04-may,left wheel,silver,4,False
45757018,16308,779.0,toyota,camry,2013,sedan,no,petrol,2.5,198472,4,automatic,front,04-may,left wheel,silver,0,False
45793351,3450,0.0,opel,vectra,1996,sedan,no,petrol,2.0,0,4,manual,front,04-may,left wheel,green,4,False
45757668,6743,0.0,opel,astra gi,1999,goods wagon,no,cng,1.6,0,4,manual,front,04-may,left wheel,white,2,False
45802790,43062,765.0,hyundai,santa fe,2015,jeep,yes,diesel,2.0,143370,4,automatic,front,04-may,left wheel,white,4,False
45813062,8467,0.0,suzuki,swift,2008,hatchback,no,petrol,1.2,176000,4,automatic,front,02-mar,right-hand drive,black,2,False
45810376,11290,1055.0,lexus,rx 350,2013,jeep,yes,petrol,3.5,124723,6,automatic,front,04-may,left wheel,grey,12,False
45416539,6743,0.0,mitsubishi,colt,2003,hatchback,no,petrol,1.3,164000,4,automatic,front,04-may,right-hand drive,silver,4,False
44473357,15681,1528.0,ford,transit,2007,microbus,no,diesel,2.4,158000,4,manual,rear,04-may,left wheel,white,2,False
44927837,19757,0.0,mercedes-benz,e 320,2007,sedan,yes,diesel,3.0,158000,6,automatic,rear,04-may,left wheel,silver,0,False
45800230,7527,0.0,toyota,caldina,2005,sedan,no,cng,2.0,111111,4,automatic,4x4,04-may,right-hand drive,white,6,False
45755073,16935,1249.0,toyota,camry,2017,sedan,yes,petrol,2.5,127955,4,automatic,front,04-may,left wheel,blue,12,False
45803385,13799,1017.0,hyundai,sonata,2017,jeep,yes,lpg,2.0,342961,4,automatic,front,04-may,left wheel,orange,4,False
45420740,76835,1104.0,land rover,discovery,2015,jeep,yes,diesel,3.0,91000,6,tiptronic,4x4,04-may,left wheel,white,12,True
45796827,1000,0.0,mercedes-benz,gls 63 amg,2014,sedan,yes,petrol,6.3,748742,1,manual,front,02-mar,left wheel,black,12,True
45688870,19130,697.0,volkswagen,jetta,2015,sedan,yes,petrol,1.8,42000,4,tiptronic,front,04-may,left wheel,black,6,True
